"ID";"w1_q1";"w1_q2";"w1_q3";"w1_q3_txt";"w1_q4x1";"w1_q4x2";"w1_q4x3";"w1_q4x4";"w1_q4x5";"w1_q4x6";"w1_q4x7";"w1_q4x8";"w1_q5x1";"w1_q5x2";"w1_q5x3";"w1_q5x4";"w1_q17x1";"w1_q17x2";"w1_q17x3";"w1_q17x4";"w1_q17x5";"w1_q17x6";"w1_q18x1";"w1_q18x2";"w1_q18x3";"w1_q18x4";"w1_q18x5";"w1_q18x6";"w1_q19";"w1_q20";"w1_q21";"w1_q52x1";"w1_q52x2";"w1_q52x3";"w1_q52x4";"w1_q52x5";"w1_q53x1";"w1_q53x2";"w1_q53x3";"w1_q53x4";"w1_q53x5";"w1_q56";"w1_q64";"w1_q73";"w1_q74";"w3_q1";"w3_q2";"w3_q3";"w3_q4";"w3_q5";"w3_q6";"w3_q7";"w3_q8";"w3_q9x1";"w3_q9x2";"w3_q9x3";"w3_q9x4";"w3_q9x5";"w3_q9x6";"w3_q9x6_txt";"w3_q9x7";"w3_q10";"w3_q11";"w3_q12";"w3_q13";"w3_q14";"w3_q15";"w3_q16";"w3_q17";"w3_q18";"w3_q19";"w3_q20";"w3_q21";"w3_q22";"w3_q23";"w3_q24";"w3_q25";"w3_q31";"w3_q32";"w3_q35";"w3_q36";"PE_w3_pe_emissions";"PE_w3_pe_timer_submit";"PE_w3_pe_click_count";"PE_w3_pe_change";"PE_w3_q59";"PE_w3_q60";"PE_w3_q61"
5293;1984;"male";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1 day";NA;"no, i do not have the possibility to work at home";"agree";"strongly agree";"agree";"strongly agree";"neither agree nor disagree";"disagree";"agree";"agree";"agree";"agree";"4";"good";"4001 to 6000 chf";"6001 to 8000 chf";"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"2000";15000;"1 day per week";150;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a week";5;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished before 1980 (old)";2;70;"natural gas";"no";"somewhat worried";"5";"7";"3";26.64;253.224;51;"emissions have changed";"no";"5";"4"
5294;1963;"male";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"yes, 5 days per week";"neither agree nor disagree";"disagree";"neither agree nor disagree";"strongly agree";"agree";"disagree strongly";"agree";"agree";"disagree";"disagree";"5";"fair";"10001 to 12000 chf";"10001 to 12000 chf";"yes";"i have a company car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";NA;30000;"2 days per week";200;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"daily";60;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"semi-detached house / terraced house";"built / refurbished since 2010";1;90;"heating pump";"yes";"somewhat worried";"7";"8";"7";11.56;165.25;34;"emissions have changed";NA;"2";"1"
5297;1978;"female";NA;NA;NA;NA;NA;NA;NA;"engaged in household work, caring for dependents (ie children / elderly)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"agree";NA;NA;NA;NA;"neither agree nor disagree";NA;NA;NA;"disagree strongly";"5";"fair";"under 2000 chf";"6001 to 8000 chf";"yes";"i own a car";"diesel engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"2000";20000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have flown or plan to fly in 2022";4;4;0;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished before 1980 (old)";4;80;"natural gas";"no";"somewhat worried";"6";NA;NA;40.74;69.751;56;"emissions have changed";NA;"1";NA
5298;1956;"male";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;NA;"employed, self-employed";NA;NA;NA;NA;NA;NA;NA;"full time";NA;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"7 days";NA;"no, i do not have the possibility to work at home";"agree";"agree";"agree";"disagree";"agree";"agree";"agree";"neither agree nor disagree";"disagree";"agree";"5";"fair";"6001 to 8000 chf";"6001 to 8000 chf";"yes";"i have a company car";"diesel engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";NA;15000;"never";NA;NA;"selected";NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";0;1;1;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished between 1980 and 2010";2;100;"heating oil";"no";"very worried";"5";"5";"5";34.99;5.603;1;"no change to emissions";"no";"6";"6"
5299;1972;"male";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;30;NA;NA;1.5;NA;NA;NA;NA;NA;NA;NA;"2 days";NA;"yes, 3 days per week";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";NA;"4";"good";"6001 to 8000 chf";"6001 to 8000 chf";"yes";"i own a car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"4000";3000;"2 days per week";120;"selected";NA;NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";0;2;0;"several times a week";5;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished between 1980 and 2010";3;120;"natural gas";"no";"somewhat worried";"4";"8";"8";25.07;58.155;1;"no change to emissions";"no";NA;NA
5300;1975;"female";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;NA;NA;NA;NA;NA;"engaged in household work, caring for dependents (ie children / elderly)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"agree";"strongly agree";"strongly agree";"strongly agree";"disagree strongly";"neither agree nor disagree";"agree";"agree";"disagree";"agree";"3";"good";NA;NA;"yes";"someone in my household owns a car that i can use when necessary";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";NA;18000;"1 day per week";40;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"rarely";0;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished before 1980 (old)";4;80;"heating pump";"no";"not very worried";"4";"4";"3";10.33;149.349;59;"emissions have changed";"no";"6";"7"
5302;1985;"female";"university of applied sciences, university of education";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"no, i do not have the possibility to work at home";"agree";"agree";"agree";"agree";"strongly agree";"agree";"agree";"neither agree nor disagree";"disagree";"neither agree nor disagree";"6";"good";"4001 to 6000 chf";"8001 to 10000 chf";"yes";"i own a car";"(plug-in) hybrid combinaton of electric motor and petrol or diesel engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"8000";14000;"never";NA;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"rarely";0;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"detached house";"built / refurbished since 2010";4;120;"heating oil";"no";"very worried";"8";"6";"7";20.26;192.948;140;"emissions have changed";"yes";"5";"7"
5308;1956;"female";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;NA;NA;NA;NA;NA;"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"strongly agree";"agree";"agree";"strongly agree";NA;"disagree";"agree";"agree";"disagree";"strongly agree";"1";"fair";"4001 to 6000 chf";"4001 to 6000 chf";"yes";"someone in my household owns a car that i can use when necessary";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";NA;2000;"1 day per week";2;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"daily";0;30;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished before 1980 (old)";2;85;"heating pump";"no";"very worried";"a great deal 10";"8";"6";6.33;48.101;27;"no change to emissions";"no";"8";"4"
5309;1999;"female";"matura, vocational school certificate";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"no, i do not have the possibility to work at home";"agree";"agree";"agree";"agree";"agree";"agree";"agree";"agree";"disagree strongly";"agree";"3";"good";"4001 to 6000 chf";"14001 to 16000 chf";"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"4000";15000;"never";NA;NA;"selected";NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";0;0;1;"several times a month";8;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished before 1980 (old)";2;120;"heating oil";"no";"very worried";"7";"4";"6";60.06;107.392;22;"emissions have changed";"no";"3";"6"
5311;1973;"male";"compulsory school";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"no, i do not have the possibility to work at home";"agree";"agree";"agree";"agree";"neither agree nor disagree";"neither agree nor disagree";"neither agree nor disagree";"neither agree nor disagree";"agree";"disagree";"3";"good";"2001 to 4000 chf";NA;"yes";"i own a car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"4000";7000;"2 days per week";2;NA;"selected";NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";99;99;99;"several times a month";5;5;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished before 1980 (old)";1;2;NA;"no";"somewhat worried";"6";"5";"5";944.36;24.297;3;"no change to emissions";"no";NA;NA
5313;1958;"male";"compulsory school";NA;NA;NA;"employed, self-employed";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1 day";NA;NA;"agree";"disagree";"disagree";"neither agree nor disagree";"strongly agree";"disagree";"disagree";"disagree";"disagree strongly";"neither agree nor disagree";"9";"fair";"8001 to 10000 chf";"10001 to 12000 chf";"yes";"i own a car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"2000";7000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished between 1980 and 2010";2;180;"heating oil";"no";"not very worried";"not at all 0";"1";"not at all confident 0";39.33;48.177;4;"emissions have changed";NA;"2";"2"
5314;1996;"male";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;NA;NA;"unemployed / seeking employment";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"strongly agree";"strongly agree";"agree";"agree";"neither agree nor disagree";"disagree strongly";"agree";"agree";"disagree";"agree";"4";NA;"2001 to 4000 chf";"2001 to 4000 chf";"yes";"i own a car";"diesel engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"4000";10000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have flown or plan to fly in 2022";6;2;0;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished between 1980 and 2010";2;75;"heating oil";NA;"very worried";"a great deal 10";"completely confident 10";"completely confident 10";26.19;6.801;1;"no change to emissions";"yes";"extremely expensive 10";"extremely difficult 10"
5316;1974;"female";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;60;60;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3 days";NA;"yes, 1 days per week";"strongly agree";"strongly agree";"agree";"agree";"agree";"strongly agree";"agree";"agree";"agree";"agree";"4";"good";"10001 to 12000 chf";"10001 to 12000 chf";"yes";"i own a car";"diesel engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"8000";5000;"3 days per week";360;"selected";NA;NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";0;2;0;"daily";0;25;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished since 2010";1;100;"heating pump";"no";"very worried";"8";"8";"6";10.27;274.834;20;"emissions have changed";NA;"2";"6"
5319;1977;"female";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;NA;NA;NA;NA;NA;"engaged in household work, caring for dependents (ie children / elderly)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"strongly agree";"strongly agree";"strongly agree";"strongly agree";"disagree strongly";"strongly agree";"agree";"strongly agree";"agree";NA;"4";"very good";"8001 to 10000 chf";"8001 to 10000 chf";"yes";"i own a car";"diesel engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"36000";10000;"2 days per week";5;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"daily";30;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished since 2010";4;100;"heating pump";"no";"very worried";"8";"7";"2";5.68;111.013;21;"emissions have changed";"no";"3";"3"
5320;1973;"female";"university / eth";NA;"employed, in the public sector (municipality, canton, federal government)";NA;"employed, self-employed";NA;NA;NA;NA;NA;"part time";NA;"part time";NA;NA;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4 days";NA;"no, i do not have the possibility to work at home";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"agree";"strongly agree";"strongly agree";"agree";"agree";"agree";"3";"good";"4001 to 6000 chf";"10001 to 12000 chf";"yes";"i own a car";"(plug-in) hybrid combinaton of electric motor and petrol or diesel engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"30000";8000;"2 days per week";30;NA;"selected";"selected";NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"daily";60;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished since 2010";3;92;"heating pump";"yes";"extremely worried";"5";"5";"5";4.64;193.433;33;"emissions have changed";"no";"3";"5"
5322;1960;"female";"8";"PH Bern";"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;NA;NA;NA;"part time";NA;NA;NA;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4 days";NA;"no, i do not have the possibility to work at home";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"agree";"agree";"strongly agree";"strongly agree";"agree";"neither agree nor disagree";"3";"fair";"6001 to 8000 chf";"6001 to 8000 chf";"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"10000";10000;"1 day per week";10;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"rarely";0;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished before 1980 (old)";2;100;"heating oil";"no";"very worried";"7";"7";"2";43.64;92.854;10;"emissions have changed";"no";"7";"5"
5323;1976;"female";"university / eth";NA;NA;NA;"employed, self-employed";NA;NA;NA;NA;NA;NA;NA;"full time";NA;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1 day";NA;"yes, 4 days per week";"strongly agree";"strongly agree";"agree";"strongly agree";"neither agree nor disagree";"disagree";"agree";"strongly agree";"disagree strongly";"disagree strongly";"5";"fair";"4001 to 6000 chf";"8001 to 10000 chf";"yes";"i have a company car";"electric motor (solely electric battery powered)";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";NA;30000;"4 days per week";20;NA;NA;"selected";NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";0;1;0;"rarely";10;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished before 1980 (old)";4;150;"heating pump";"no";"not very worried";"4";"1";"3";13.1;125.197;35;"emissions have changed";NA;"8";"7"
5324;1957;"female";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;NA;NA;NA;"part time";NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4 days";NA;"yes, 2 days per week";"agree";"agree";"agree";"agree";"agree";"neither agree nor disagree";"agree";"agree";"agree";"disagree";"4";"very good";"4001 to 6000 chf";"4001 to 6000 chf";"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"6000";10000;"4 days per week";250;"selected";NA;NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";3;0;1;"several times a week";40;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished between 1980 and 2010";1;150;"heating oil";"no";"very worried";"8";"completely confident 10";"8";43.2;163.054;55;"emissions have changed";"no";"3";"5"
5326;1967;"female";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"part time";NA;NA;25;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4 days";NA;"no, i do not have the possibility to work at home";"agree";"strongly agree";"agree";"strongly agree";"agree";"agree";"agree";"strongly agree";"agree";"neither agree nor disagree";"3";"very good";"4001 to 6000 chf";"14001 to 16000 chf";"yes";"i own a car";"diesel engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";"50000";4000;"5 days per week";300;"selected";NA;NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a week";20;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished since 2010";5;176;"heating pump";"yes";"very worried";"9";"3";"4";7.23;175.546;33;"emissions have changed";NA;"4";"4"
5327;1979;"female";"university of applied sciences, university of education";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;"engaged in household work, caring for dependents (ie children / elderly)";NA;NA;"part time";NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3 days";NA;"no, i do not have the possibility to work at home";"strongly agree";"strongly agree";"strongly agree";"strongly agree";NA;"strongly agree";"agree";"disagree";"strongly agree";"disagree";"5";"very good";"4001 to 6000 chf";"6001 to 8000 chf";"yes";"i own a car";"diesel engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";"34000";10000;"never";NA;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a month";20;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"detached house";"built / refurbished between 1980 and 2010";3;180;"district heating";"no";"very worried";"3";"5";"1";4.8;117.401;5;"emissions have changed";NA;"2";"4"
